time,open,high,low,close,tick_volume,spread,real_volume
2025-11-30 20:00:00,1.32261,1.32478,1.32145,1.32388,2353,10,0
2025-12-01 00:00:00,1.32388,1.32467,1.32216,1.32304,9769,10,0
2025-12-01 04:00:00,1.32306,1.32363,1.32102,1.32195,8547,10,0
2025-12-01 08:00:00,1.32199,1.32365,1.32051,1.32332,14411,10,0
2025-12-01 12:00:00,1.32331,1.32755,1.32297,1.32514,16225,10,0
2025-12-01 16:00:00,1.32514,1.32523,1.32076,1.32124,9774,10,0
2025-12-01 20:00:00,1.32121,1.32145,1.32083,1.32084,3227,9,0
2025-12-02 00:00:00,1.32085,1.32176,1.32027,1.3216700000000001,4281,10,0
2025-12-02 04:00:00,1.3216700000000001,1.32213,1.32073,1.32148,5185,10,0
2025-12-02 08:00:00,1.32151,1.32207,1.3180399999999999,1.3197999999999999,11619,10,0
2025-12-02 12:00:00,1.31977,1.32132,1.31851,1.32005,12829,10,0
2025-12-02 16:00:00,1.32003,1.3213,1.31789,1.32093,8820,10,0
2025-12-02 20:00:00,1.32092,1.32207,1.31994,1.32196,3920,10,0
2025-12-03 00:00:00,1.32196,1.32317,1.32168,1.32286,4624,10,0
2025-12-03 04:00:00,1.32286,1.32521,1.32263,1.32424,5316,10,0
2025-12-03 08:00:00,1.32423,1.32962,1.32369,1.32958,10653,10,0
2025-12-03 12:00:00,1.32959,1.3331,1.32919,1.33304,13704,10,0
2025-12-03 16:00:00,1.33305,1.33529,1.3328,1.33505,9306,10,0
2025-12-03 20:00:00,1.33502,1.33538,1.33443,1.33472,3515,7,0
2025-12-04 00:00:00,1.33469,1.3347,1.3327200000000001,1.33319,5359,10,0
2025-12-04 04:00:00,1.33318,1.33412,1.33308,1.33365,5261,10,0
2025-12-04 08:00:00,1.33366,1.3363399999999999,1.3333,1.33602,11183,10,0
2025-12-04 12:00:00,1.33598,1.33852,1.33217,1.33725,14702,10,0
2025-12-04 16:00:00,1.33723,1.33728,1.33354,1.33398,8112,10,0
2025-12-04 20:00:00,1.33395,1.33395,1.33196,1.33219,3924,9,0
2025-12-05 00:00:00,1.33219,1.33339,1.33216,1.3326500000000001,4048,10,0
2025-12-05 04:00:00,1.3326500000000001,1.33621,1.33264,1.33526,5806,10,0
2025-12-05 08:00:00,1.33524,1.33599,1.3327499999999999,1.3339699999999999,8939,10,0
2025-12-05 12:00:00,1.334,1.33617,1.33381,1.33423,12145,10,0
2025-12-05 16:00:00,1.33426,1.3343099999999999,1.33157,1.33335,9022,10,0
2025-12-05 20:00:00,1.3333300000000001,1.3336700000000001,1.33255,1.3333300000000001,3212,10,0
2025-12-07 20:00:00,1.33213,1.33316,1.3319,1.33256,3008,10,0
2025-12-08 00:00:00,1.33257,1.3342,1.33222,1.3336700000000001,5746,10,0
2025-12-08 04:00:00,1.3336700000000001,1.33462,1.3321399999999999,1.33243,6319,10,0
2025-12-08 08:00:00,1.33244,1.33332,1.33131,1.33172,9021,10,0
2025-12-08 12:00:00,1.3317,1.33381,1.33051,1.33111,12397,10,0
2025-12-08 16:00:00,1.33112,1.33304,1.3308,1.33263,8307,10,0
2025-12-08 20:00:00,1.3326500000000001,1.33292,1.33166,1.33267,3487,9,0
2025-12-09 00:00:00,1.33266,1.33345,1.33179,1.33279,5044,10,0
2025-12-09 04:00:00,1.33279,1.33365,1.33228,1.33276,5945,10,0
2025-12-09 08:00:00,1.33279,1.33558,1.3323800000000001,1.33285,9938,10,0
2025-12-09 12:00:00,1.33284,1.33305,1.32865,1.32966,15271,10,0
2025-12-09 16:00:00,1.32965,1.3319,1.32908,1.33012,9046,10,0
2025-12-09 20:00:00,1.33009,1.33066,1.3296000000000001,1.3302399999999999,3814,7,0
2025-12-10 00:00:00,1.3302399999999999,1.33049,1.32954,1.3302100000000001,4965,10,0
2025-12-10 04:00:00,1.3302100000000001,1.33254,1.3302,1.33235,5253,10,0
2025-12-10 08:00:00,1.33235,1.3326799999999999,1.3301,1.33097,9777,10,0
2025-12-10 12:00:00,1.33099,1.3336299999999999,1.33042,1.33201,12728,10,0
2025-12-10 16:00:00,1.33199,1.33694,1.3315000000000001,1.33643,22102,10,0
2025-12-10 20:00:00,1.3364099999999999,1.33911,1.33591,1.33879,10216,7,0
2025-12-11 00:00:00,1.33879,1.33915,1.33656,1.33667,7575,10,0
2025-12-11 04:00:00,1.3366799999999999,1.33786,1.3359,1.33695,7332,10,0
2025-12-11 08:00:00,1.33693,1.33869,1.33541,1.3385,11144,10,0
2025-12-11 12:00:00,1.3385,1.34349,1.33784,1.34336,14535,10,0
2025-12-11 16:00:00,1.3433899999999999,1.3437700000000001,1.33893,1.33904,10249,10,0
2025-12-11 20:00:00,1.33903,1.33957,1.3381,1.3393,4573,7,0
2025-12-12 00:00:00,1.3393,1.33995,1.3388900000000001,1.33906,5323,10,0
2025-12-12 04:00:00,1.33906,1.33987,1.33742,1.3384,5942,10,0
2025-12-12 08:00:00,1.33838,1.3388499999999999,1.33671,1.33747,9179,10,0
2025-12-12 12:00:00,1.33746,1.3383099999999999,1.33518,1.3354300000000001,12349,10,0
2025-12-12 16:00:00,1.3354599999999999,1.33765,1.33416,1.33652,10277,10,0
2025-12-12 20:00:00,1.33652,1.33743,1.33633,1.33718,3661,10,0
2025-12-14 20:00:00,1.33515,1.33717,1.33515,1.3366799999999999,1892,10,0
2025-12-15 00:00:00,1.33671,1.3374,1.33548,1.33564,6789,10,0
2025-12-15 04:00:00,1.33564,1.33697,1.3354300000000001,1.33631,6243,10,0
2025-12-15 08:00:00,1.33631,1.33895,1.33608,1.33826,8557,10,0
2025-12-15 12:00:00,1.33826,1.34015,1.33805,1.33942,12217,10,0
2025-12-15 16:00:00,1.33942,1.33952,1.3359,1.33723,9714,10,0
2025-12-15 20:00:00,1.3372,1.33806,1.33658,1.33786,4652,4,0
2025-12-16 00:00:00,1.33786,1.3383,1.33612,1.33652,7591,10,0
2025-12-16 04:00:00,1.33652,1.33783,1.3354599999999999,1.3375,7130,10,0
2025-12-16 08:00:00,1.33752,1.34307,1.33745,1.34307,12644,10,0
2025-12-16 12:00:00,1.34308,1.34555,1.3403399999999999,1.3415300000000001,21600,10,0
2025-12-16 16:00:00,1.34151,1.3439999999999999,1.33995,1.34253,13857,10,0
2025-12-16 20:00:00,1.34252,1.34354,1.34166,1.34249,5488,10,0
2025-12-17 00:00:00,1.34249,1.34265,1.34061,1.3409200000000001,5638,10,0
2025-12-17 04:00:00,1.3409200000000001,1.34093,1.3315000000000001,1.33219,12022,10,0
2025-12-17 08:00:00,1.33218,1.33371,1.33112,1.33271,11758,10,0
2025-12-17 12:00:00,1.33269,1.33999,1.33256,1.33986,15554,10,0
2025-12-17 16:00:00,1.33985,1.34063,1.33721,1.33764,12317,10,0
2025-12-17 20:00:00,1.3376299999999999,1.33836,1.33703,1.3373300000000001,4031,9,0
2025-12-18 00:00:00,1.3373300000000001,1.33786,1.3361100000000001,1.33643,6548,10,0
2025-12-18 04:00:00,1.33642,1.3375,1.33619,1.33658,6740,10,0
2025-12-18 08:00:00,1.33657,1.3373,1.33405,1.33536,9992,10,0
2025-12-18 12:00:00,1.33526,1.3446,1.33481,1.33942,26063,10,0
2025-12-18 16:00:00,1.33945,1.3405,1.33698,1.33856,12185,10,0
2025-12-18 20:00:00,1.33854,1.33893,1.33761,1.3383099999999999,5276,7,0
2025-12-19 00:00:00,1.3383099999999999,1.33866,1.33728,1.33774,6460,10,0
2025-12-19 04:00:00,1.33774,1.3385500000000001,1.33625,1.33647,7807,10,0
2025-12-19 08:00:00,1.3365,1.33876,1.33646,1.33723,10585,10,0
2025-12-19 12:00:00,1.33723,1.33865,1.33567,1.33613,14036,10,0
2025-12-19 16:00:00,1.3361,1.3391600000000001,1.33593,1.33901,9451,10,0
2025-12-19 20:00:00,1.33898,1.33937,1.33724,1.33747,3772,10,0
2025-12-21 20:00:00,1.33689,1.33833,1.33582,1.33785,4824,10,0
2025-12-22 00:00:00,1.33789,1.33993,1.33782,1.33927,15885,10,0
