time,open,high,low,close,tick_volume,spread,real_volume
2025-11-30 20:00:00,156.026,156.144,155.871,155.906,2572,10,0
2025-12-01 00:00:00,155.906,155.989,155.408,155.458,16977,10,0
2025-12-01 04:00:00,155.458,155.692,155.301,155.358,9352,10,0
2025-12-01 08:00:00,155.361,155.557,155.096,155.102,12450,10,0
2025-12-01 12:00:00,155.101,155.195,154.66,155.093,16558,10,0
2025-12-01 16:00:00,155.096,155.519,155.091,155.473,7872,10,0
2025-12-01 20:00:00,155.476,155.564,155.358,155.557,3352,10,0
2025-12-02 00:00:00,155.558,155.772,155.457,155.628,7889,10,0
2025-12-02 04:00:00,155.628,155.834,155.547,155.762,6435,10,0
2025-12-02 08:00:00,155.764,156.082,155.764,155.923,8517,10,0
2025-12-02 12:00:00,155.92,156.177,155.816,155.869,11323,10,0
2025-12-02 16:00:00,155.869,156.084,155.746,155.894,9114,10,0
2025-12-02 20:00:00,155.892,155.899,155.713,155.758,3679,10,0
2025-12-03 00:00:00,155.758,155.808,155.604,155.653,7076,10,0
2025-12-03 04:00:00,155.653,155.751,155.507,155.68,6287,10,0
2025-12-03 08:00:00,155.681,155.753,155.406,155.413,7965,10,0
2025-12-03 12:00:00,155.411,155.597,155.206,155.215,16077,10,0
2025-12-03 16:00:00,155.216,155.244,155.006,155.144,8586,10,0
2025-12-03 20:00:00,155.145,155.304,154.966,155.107,3755,10,0
2025-12-04 00:00:00,155.11,155.538,155.019,155.389,9292,10,0
2025-12-04 04:00:00,155.389,155.502,155.183,155.241,9874,10,0
2025-12-04 08:00:00,155.242,155.248,154.52,154.527,12985,10,0
2025-12-04 12:00:00,154.524,155.048,154.504,154.633,14647,10,0
2025-12-04 16:00:00,154.631,155.036,154.63,155.013,7687,10,0
2025-12-04 20:00:00,155.016,155.157,154.855,155.129,4066,10,0
2025-12-05 00:00:00,155.131,155.229,154.914,155.116,7836,10,0
2025-12-05 04:00:00,155.116,155.123,154.339,154.624,12581,10,0
2025-12-05 08:00:00,154.627,155.22,154.602,155.142,9442,10,0
2025-12-05 12:00:00,155.14,155.352,155.078,155.249,12560,10,0
2025-12-05 16:00:00,155.246,155.49,155.205,155.289,8003,10,0
2025-12-05 20:00:00,155.289,155.369,155.267,155.354,1921,10,0
2025-12-07 20:00:00,155.107,155.374,155.059,155.304,2156,10,0
2025-12-08 00:00:00,155.307,155.321,154.898,155.098,9249,10,0
2025-12-08 04:00:00,155.1,155.349,155.053,155.348,7193,10,0
2025-12-08 08:00:00,155.351,155.588,155.256,155.582,8644,10,0
2025-12-08 12:00:00,155.585,155.98,155.388,155.854,12661,10,0
2025-12-08 16:00:00,155.853,155.952,155.7,155.906,7639,10,0
2025-12-08 20:00:00,155.905,155.97,155.739,155.838,3438,10,0
2025-12-09 00:00:00,155.842,156.033,155.738,155.821,7698,10,0
2025-12-09 04:00:00,155.821,156.194,155.808,156.187,8827,10,0
2025-12-09 08:00:00,156.187,156.425,155.972,156.182,10717,10,0
2025-12-09 12:00:00,156.185,156.913,156.181,156.861,15447,10,0
2025-12-09 16:00:00,156.861,156.953,156.803,156.829,7475,10,0
2025-12-09 20:00:00,156.832,156.933,156.687,156.793,3699,10,0
2025-12-10 00:00:00,156.799,156.934,156.556,156.586,8707,10,0
2025-12-10 04:00:00,156.587,156.761,156.577,156.649,5486,10,0
2025-12-10 08:00:00,156.651,156.886,156.573,156.707,8393,10,0
2025-12-10 12:00:00,156.703,156.754,156.351,156.476,10163,10,0
2025-12-10 16:00:00,156.477,156.676,156.102,156.257,22412,10,0
2025-12-10 20:00:00,156.259,156.306,155.619,155.746,11087,10,0
2025-12-11 00:00:00,155.747,155.882,155.485,155.693,13521,10,0
2025-12-11 04:00:00,155.692,156.159,155.614,156.027,9683,10,0
2025-12-11 08:00:00,156.028,156.064,155.752,155.763,11321,10,0
2025-12-11 12:00:00,155.759,155.818,154.942,155.167,17164,10,0
2025-12-11 16:00:00,155.163,155.594,155.066,155.587,10287,10,0
2025-12-11 20:00:00,155.588,155.67,155.436,155.5,5313,10,0
2025-12-12 00:00:00,155.497,155.768,155.454,155.707,9989,10,0
2025-12-12 04:00:00,155.707,155.825,155.533,155.642,6954,10,0
2025-12-12 08:00:00,155.645,155.992,155.616,155.91,8932,10,0
2025-12-12 12:00:00,155.907,156.127,155.772,155.882,13974,10,0
2025-12-12 16:00:00,155.881,155.936,155.67,155.896,9782,10,0
2025-12-12 20:00:00,155.896,155.908,155.772,155.816,3262,10,0
2025-12-14 20:00:00,155.901,155.902,155.712,155.863,1881,10,0
2025-12-15 00:00:00,155.863,155.983,155.298,155.419,11026,10,0
2025-12-15 04:00:00,155.418,155.418,154.943,155.255,9919,10,0
2025-12-15 08:00:00,155.259,155.281,154.847,154.918,10535,10,0
2025-12-15 12:00:00,154.92,155.223,154.83,155.154,15094,10,0
2025-12-15 16:00:00,155.151,155.396,155.144,155.24,7404,10,0
2025-12-15 20:00:00,155.241,155.264,154.971,155.029,4004,10,0
2025-12-16 00:00:00,155.033,155.118,154.701,154.888,15374,10,0
2025-12-16 04:00:00,154.888,154.975,154.678,154.884,9260,10,0
2025-12-16 08:00:00,154.882,154.94,154.768,154.814,9826,10,0
2025-12-16 12:00:00,154.814,154.994,154.392,154.771,26113,10,0
2025-12-16 16:00:00,154.771,154.928,154.566,154.663,13026,10,0
2025-12-16 20:00:00,154.665,154.824,154.567,154.764,4849,10,0
2025-12-17 00:00:00,154.768,155.028,154.507,154.885,12968,10,0
2025-12-17 04:00:00,154.885,155.564,154.871,155.498,10915,10,0
2025-12-17 08:00:00,155.5,155.595,155.425,155.54,9468,10,0
2025-12-17 12:00:00,155.54,155.635,155.345,155.4,14621,10,0
2025-12-17 16:00:00,155.399,155.687,155.381,155.638,8914,10,0
2025-12-17 20:00:00,155.639,155.747,155.445,155.484,3718,10,0
2025-12-18 00:00:00,155.489,155.806,155.422,155.759,10690,10,0
2025-12-18 04:00:00,155.762,155.95,155.697,155.918,7680,10,0
2025-12-18 08:00:00,155.92,155.973,155.717,155.788,8427,10,0
2025-12-18 12:00:00,155.788,155.863,155.278,155.519,21090,10,0
2025-12-18 16:00:00,155.52,155.709,155.36,155.511,9234,10,0
2025-12-18 20:00:00,155.515,155.637,155.36,155.567,3856,10,0
2025-12-19 00:00:00,155.575,156.173,155.557,155.873,15233,10,0
2025-12-19 04:00:00,155.872,156.738,155.73,156.728,21595,10,0
2025-12-19 08:00:00,156.727,157.395,156.716,157.313,17729,10,0
2025-12-19 12:00:00,157.316,157.491,156.93,157.465,18705,10,0
2025-12-19 16:00:00,157.467,157.667,157.395,157.525,9316,10,0
2025-12-19 20:00:00,157.527,157.769,157.473,157.708,3264,10,0
2025-12-21 20:00:00,157.373,157.7,157.319,157.624,3214,10,0
2025-12-22 00:00:00,157.625,157.657,157.226,157.329,13494,10,0
2025-12-22 04:00:00,157.331,157.561,157.256,157.487,8575,10,0
2025-12-22 08:00:00,157.485,157.568,157.333,157.411,8902,10,0
2025-12-22 12:00:00,157.412,157.428,156.871,156.971,17636,10,0
2025-12-22 16:00:00,156.972,157.039,156.698,156.899,9327,10,0
2025-12-22 20:00:00,156.896,157.044,156.81,156.91,4614,10,0
2025-12-23 00:00:00,156.916,156.923,156.188,156.189,11971,10,0
2025-12-23 04:00:00,156.189,156.189,155.907,156.072,12964,10,0
2025-12-23 08:00:00,156.071,156.114,155.647,155.968,13433,10,0
2025-12-23 12:00:00,155.97,156.54,155.868,156.383,16762,10,0
2025-12-23 16:00:00,156.383,156.432,156.175,156.192,8079,10,0
2025-12-23 20:00:00,156.195,156.31,156.077,156.17,4568,10,0
2025-12-24 00:00:00,156.17,156.279,155.549,155.977,16408,10,0
2025-12-24 04:00:00,155.979,156.061,155.658,155.826,10768,10,0
2025-12-24 08:00:00,155.826,155.974,155.68,155.926,11346,10,0
2025-12-24 12:00:00,155.923,156.07,155.673,155.812,12185,10,0
2025-12-24 16:00:00,155.813,156.023,155.749,155.826,7169,10,0
2025-12-24 20:00:00,155.826,155.919,155.711,155.726,1094,107,0
2025-12-25 20:00:00,155.868,156.125,155.735,156.096,2843,10,0
2025-12-26 00:00:00,156.104,156.489,156.041,156.053,13458,10,0
2025-12-26 04:00:00,156.05,156.442,155.984,156.373,10170,10,0
2025-12-26 08:00:00,156.372,156.467,156.297,156.4,7738,10,0
2025-12-26 12:00:00,156.397,156.533,156.223,156.424,10989,10,0
2025-12-26 16:00:00,156.425,156.73,156.366,156.501,9090,10,0
2025-12-26 20:00:00,156.498,156.6,156.441,156.566,2917,10,0
2025-12-28 20:00:00,156.394,156.553,156.337,156.482,2790,10,0
2025-12-29 00:00:00,156.483,156.508,156.052,156.375,14302,10,0
2025-12-29 04:00:00,156.376,156.469,156.044,156.078,9717,10,0
2025-12-29 08:00:00,156.08,156.41,156.073,156.396,9800,10,0
2025-12-29 12:00:00,156.397,156.423,155.914,155.934,13716,10,0
2025-12-29 16:00:00,155.936,156.244,155.925,156.03,8221,10,0
2025-12-29 20:00:00,156.033,156.126,155.914,155.972,4641,10,0
